id,Judul,Link,Thumbnail_link,est_upload_date,current_views
62,"""[MV] SECRET NUMBER(?????) _ Who Dis?""",/watch?v=mkYwq_CKpyw,http://i3.ytimg.com/vi/mkYwq_CKpyw/hqdefault.jpg,5/22/2020,14032929
63,"""Safira Inema - Ojo Goblok Mencinta (Official Music Video)""",/watch?v=LGIYRoC9cwA,http://i3.ytimg.com/vi/LGIYRoC9cwA/hqdefault.jpg,5/29/2020,3897654
64,"""Rossa - Hati Yang Kau Sakiti (Cover by Tereza & Relasi Project)""",/watch?v=R4w0CvkgjZ0,http://i3.ytimg.com/vi/R4w0CvkgjZ0/hqdefault.jpg,6/5/2020,2773653
65,"""Detik-Detik Penangkapan George Floyd Hingga Meninggal yang Bikin Publik AS Marah""",/watch?v=Dzyuu7Splfg,http://i3.ytimg.com/vi/Dzyuu7Splfg/hqdefault.jpg,6/5/2020,2388483
66,"""TRIK PONSEL MENGAGUMKAN || Trik Keren Seputar Ponsel yang Wajib Kamu Tahu!""",/watch?v=2hsA-mEgYK4,http://i3.ytimg.com/vi/2hsA-mEgYK4/hqdefault.jpg,6/5/2020,2971498
67,"""Para Host Belum Siapin Mental Liat Gaya Barunya Vincent #TNSCOMEBACK""",/watch?v=x-GUwjHju_Q,http://i3.ytimg.com/vi/x-GUwjHju_Q/hqdefault.jpg,6/5/2020,2388139
68,"""Reaksi Editor Indonesia 18 : WEIRD GENIUS - LATHI""",/watch?v=U5mfgOF_7OE,http://i3.ytimg.com/vi/U5mfgOF_7OE/hqdefault.jpg,5/29/2020,3500022
69,"""Syakir Daulay Ft  Adiba Uje - Bidadari Surga (Official Video Lirik )""",/watch?v=LB0wgEZq7A0,http://i3.ytimg.com/vi/LB0wgEZq7A0/hqdefault.jpg,5/22/2020,8533471
70,"""Lady Gaga, BLACKPINK - SOUR CANDY lyrics (Color Coded)""",/watch?v=F6hP24HOqfQ,http://i3.ytimg.com/vi/F6hP24HOqfQ/hqdefault.jpg,5/29/2020,14369150
1,Nella Kharisma feat. Dory Harsa - Banyu Moto [OFFICIAL],/watch?v=WBnqReAF8nU,http://i3.ytimg.com/vi/WBnqReAF8nU/hqdefault.jpg,6/11/2020,5306235
2,K-POP STARS sing in THREE Languages🎤| INA/TAG/SPN | SECRET NUMBER | TRANSONGLATION,/watch?v=wbpwvTpBjmE,http://i3.ytimg.com/vi/wbpwvTpBjmE/hqdefault.jpg,6/11/2020,2247127
3,BTS | Dear Class Of 2020,/watch?v=ErTgtL1Tjns,http://i3.ytimg.com/vi/ErTgtL1Tjns/hqdefault.jpg,6/9/2020,17269515
4,#SANSTALK ATHALLA SAMA AISYAH PUTUS? AISYAH NANGIS! PART 2,/watch?v=dnL7lSR6Sag,http://i3.ytimg.com/vi/dnL7lSR6Sag/hqdefault.jpg,6/12/2020,1368496
5,Qna #2,/watch?v=Ey8Wagfxtnc,http://i3.ytimg.com/vi/Ey8Wagfxtnc/hqdefault.jpg,NA,minggu
6,Pilihan ati - Derradru | cover iky & cantika,/watch?v=iWDJPHXKbzo,http://i3.ytimg.com/vi/iWDJPHXKbzo/hqdefault.jpg,NA,minggu
7,SLEMAN RECEH - KESEKSO KANGEN | cover iky & cantika,/watch?v=iziOakyGJWQ,http://i3.ytimg.com/vi/iziOakyGJWQ/hqdefault.jpg,NA,minggu
8,"Surgamu - ungu | cover iky,cantika & K2channel",/watch?v=UMOe45I5yio,http://i3.ytimg.com/vi/UMOe45I5yio/hqdefault.jpg,NA,bulan
9,Penting bahagia - Derradru | cover iky & cantika,/watch?v=bXxBNhhzgZw,http://i3.ytimg.com/vi/bXxBNhhzgZw/hqdefault.jpg,NA,bulan
10,BANYU MOTO - SLEMAN RECEH | cover iky ft cantika,/watch?v=ayWg1Nisbw4,http://i3.ytimg.com/vi/ayWg1Nisbw4/hqdefault.jpg,NA,bulan
11,Truth or Dare Billy syahputra dan Amanda Manopo saling BAPERAN ???,/watch?v=XlnxmIgUaKU,http://i3.ytimg.com/vi/XlnxmIgUaKU/hqdefault.jpg,6/10/2020,2299219
12,"SEVENTEEN (세븐틴) ""My My"" Official MV",/watch?v=PQOJJ037ys8,http://i3.ytimg.com/vi/PQOJJ037ys8/hqdefault.jpg,6/12/2020,5046624
13,RUMAH PULUHAN MILIAR MILIK PRILLY AKHIRNYA DIBUKA! #DibalikPintu,/watch?v=vnISCqD54WY,http://i3.ytimg.com/vi/vnISCqD54WY/hqdefault.jpg,6/9/2020,3120472
14,"WayV 威神V ""Turn Back Time (超时空 回)"" MV",/watch?v=eUCVRF6hjSQ,http://i3.ytimg.com/vi/eUCVRF6hjSQ/hqdefault.jpg,6/10/2020,7972713
15,#SANSVLOG SURPRISE ATHALLA KETEMU AISYAH BAPER!!! PART 1,/watch?v=AAmbmJgBvSQ,http://i3.ytimg.com/vi/AAmbmJgBvSQ/hqdefault.jpg,6/10/2020,1350821
16,Happy Asmara - Banyu Moto [OFFICIAL],/watch?v=Hmq1UsCvV_0,http://i3.ytimg.com/vi/Hmq1UsCvV_0/hqdefault.jpg,6/12/2020,553335
17,"[2020 FESTA] BTS (방탄소년단) ""We are Bulletproof : the Eternal"" MV #2020BTSFESTA",/watch?v=7UWBYJjuIL0,http://i3.ytimg.com/vi/7UWBYJjuIL0/hqdefault.jpg,6/12/2020,11015149
18,CUTY KESURUPAN DI RUMAH BARU?,/watch?v=n4DiwF9p4DQ,http://i3.ytimg.com/vi/n4DiwF9p4DQ/hqdefault.jpg,6/11/2020,965994
19,Coki Muslim Sang Raja Terakhir Disuruh Ngejokes Aman?? Mana Mungkin Bisa Hey!! (1/6),/watch?v=sXXXnf8FBD0,http://i3.ytimg.com/vi/sXXXnf8FBD0/hqdefault.jpg,6/10/2020,1001844
20,Happy Asmara - Lilakno Lungaku (Official Music Video ANEKA SAFARI),/watch?v=hibPr5gSeW8,http://i3.ytimg.com/vi/hibPr5gSeW8/hqdefault.jpg,6/10/2020,1039209
21,"ANDRE KENA PRANK LAGI ‼️ PINJEM UANG 3,7M",/watch?v=bylKUuQnM7M,http://i3.ytimg.com/vi/bylKUuQnM7M/hqdefault.jpg,6/6/2020,6292822
22,"Cici Thalia Mau Kelapa, Koko Betrand Langsung Manjat Buat Ambil! | DIARY THE ONSU (10/6/20) P1",/watch?v=mun0hg8n8Vo,http://i3.ytimg.com/vi/mun0hg8n8Vo/hqdefault.jpg,6/11/2020,1663188
23,Yuni Shara BANTU Aurel BUKTIKAN INI Ke Raul Lemos & Krisdayanti?? REAKSI KD Jadi SOROTAN,/watch?v=jGvvTRbEK7k,http://i3.ytimg.com/vi/jGvvTRbEK7k/hqdefault.jpg,6/7/2020,2207332
24,Ini Episode Ke-10 Tukang Bubur Naik Haji - Pingin Siaran | Season 02,/watch?v=A2BggelUJKo,http://i3.ytimg.com/vi/A2BggelUJKo/hqdefault.jpg,6/11/2020,594231
25,KEKE BUKAN BONEKA,/watch?v=2cgMU8qLLIE,http://i3.ytimg.com/vi/2cgMU8qLLIE/hqdefault.jpg,5/30/2020,32060152
26,"TREASURE : JIHOON x JUNKYU x MASHIHO x BANG YE DAM x PARK JEONG WOO - ""왜요 (WAYO)"" LIVE VIDEO",/watch?v=mV9-REbGB00,http://i3.ytimg.com/vi/mV9-REbGB00/hqdefault.jpg,6/13/2020,660235
27,Alffy Rev - Mother Earth ft. Kaye (Official Music Video),/watch?v=OBqVFMnikow,http://i3.ytimg.com/vi/OBqVFMnikow/hqdefault.jpg,6/10/2020,661261
28,"Tuntut Presiden Jokowi Mundur, Siapakah Sebenarnya Sosok Dibalik Eks Anggota TNI Ruslan Buton?",/watch?v=_iEka4n_kxE,http://i3.ytimg.com/vi/_iEka4n_kxE/hqdefault.jpg,6/6/2020,6058022
29,"SHOKUGEKI NO ARNOLD : TUNA HAMBURG, COCOK BUAT ANAK KOST MERANTAU | FOOD WARS!",/watch?v=pzhv1I2q6Tc,http://i3.ytimg.com/vi/pzhv1I2q6Tc/hqdefault.jpg,6/11/2020,740078
30,Baskom Challenge with CEO BENSU & MEGA SUPER BINTANG !!!!!!!,/watch?v=tkb9hIeu2k0,http://i3.ytimg.com/vi/tkb9hIeu2k0/hqdefault.jpg,6/10/2020,512214
31,#TANYAPETERCS,/watch?v=Qxs5PBLRibY,http://i3.ytimg.com/vi/Qxs5PBLRibY/hqdefault.jpg,6/12/2020,885161
32,Trailer Kocak - Mas Agus & Mas Pras VS Mas Burung Puyuh Lawak,/watch?v=jluD05RtP88,http://i3.ytimg.com/vi/jluD05RtP88/hqdefault.jpg,6/13/2020,432537
33,"""Mahasiswa Indonesia"" Pukul KO Warga AS Rasis!",/watch?v=TIOVf17aJMM,http://i3.ytimg.com/vi/TIOVf17aJMM/hqdefault.jpg,6/9/2020,1088727
34,Perlahan - GuyonWaton (Lirik/Lyrics) | Perlahan engkau pun menjauh dari diriku,/watch?v=EPgRyXqWopU,http://i3.ytimg.com/vi/EPgRyXqWopU/hqdefault.jpg,6/10/2020,308107
35,"BANG YE DAM of TREASURE - ""왜요 (WAYO)"" M/V",/watch?v=k-U9YOXG4Qg,http://i3.ytimg.com/vi/k-U9YOXG4Qg/hqdefault.jpg,6/6/2020,6267110
36,Tiara Andini - Gemintang Hatiku (Official Music Video),/watch?v=qQtPAggFMt8,http://i3.ytimg.com/vi/qQtPAggFMt8/hqdefault.jpg,6/6/2020,4967177
37,"Terkuak, Pakar Ekspresi Baca Ekspresi Wajah Aurel dan Ungkap Curhatan Azriel - Cumicam 09 Juni 2020",/watch?v=mP7H9F8-_8k,http://i3.ytimg.com/vi/mP7H9F8-_8k/hqdefault.jpg,6/10/2020,582549
38,APAKAH DUNIA INI PERLU PAHLAWAN SEPERTI KU? - DALANG PELO,/watch?v=kX7BCmOCNwA,http://i3.ytimg.com/vi/kX7BCmOCNwA/hqdefault.jpg,6/8/2020,1250399
39,"[Sound K] SECRET NUMBER (시크릿넘버)""s Singin"" Live ""Who Dis?""",/watch?v=fFSgCEDh4s4,http://i3.ytimg.com/vi/fFSgCEDh4s4/hqdefault.jpg,6/10/2020,579462
40,SECRET NUMBER - WHO DIS? | PROP ROOM DANCE | 세로소품실,/watch?v=WJIFg-kQSvQ,http://i3.ytimg.com/vi/WJIFg-kQSvQ/hqdefault.jpg,6/13/2020,289529
41,KLARIFIKASI FIZI GAK ADA AKHLAK ⁉️ - ANIMASI KOLOR CEPLOK,/watch?v=7unOPhp7T-M,http://i3.ytimg.com/vi/7unOPhp7T-M/hqdefault.jpg,6/10/2020,702652
42,Stand Up Comedy Online! Tragedi Hape Kentang!,/watch?v=HYb4R7WYt_w,http://i3.ytimg.com/vi/HYb4R7WYt_w/hqdefault.jpg,6/6/2020,2012603
43,SILET - Upaya Anang Hermansyah Membahagiakan Aurel Dan Azriel [10 Juni 2020],/watch?v=Y_vfYqILPDA,http://i3.ytimg.com/vi/Y_vfYqILPDA/hqdefault.jpg,6/11/2020,311952
44,Cuma Hadirnya Sang Ayah Tretan Muslim yang Berhasil Bikin Dustin Gak Pecicilan (2/6),/watch?v=WFCqqmuIfTA,http://i3.ytimg.com/vi/WFCqqmuIfTA/hqdefault.jpg,6/10/2020,635066
45,"TWICE ""MORE & MORE"" M/V",/watch?v=mH0_XpSHkZo,http://i3.ytimg.com/vi/mH0_XpSHkZo/hqdefault.jpg,6/6/2020,94758654
46,Keke Bukan Boneka (@rahmawati kekeyi putri cantikka Cover) | Kevin Aprilio feat. Widy Vierratale,/watch?v=bQbZJSbkK4M,http://i3.ytimg.com/vi/bQbZJSbkK4M/hqdefault.jpg,6/6/2020,4601959
47,PS5 Hardware Reveal Trailer,/watch?v=RkC0l4iekYo,http://i3.ytimg.com/vi/RkC0l4iekYo/hqdefault.jpg,6/12/2020,13027371
48,"Perang Status Dengan Anak, Dewan Kehormatan Sentil Krisdayanti | Intens Investigasi",/watch?v=RgyXD1sHwH0,http://i3.ytimg.com/vi/RgyXD1sHwH0/hqdefault.jpg,6/10/2020,936089
49,"SECRET NUMBER, Who Dis? (시크릿넘버, Who Dis?) [THE SHOW 200609]",/watch?v=tKCbpXUi0Jg,http://i3.ytimg.com/vi/tKCbpXUi0Jg/hqdefault.jpg,6/10/2020,530277
50,THE ONSU FAMILY - HAPPY FAMILY (Official Music Video),/watch?v=KatzMCEpRVs,http://i3.ytimg.com/vi/KatzMCEpRVs/hqdefault.jpg,6/6/2020,6426619
51,MOP MUSIC S4 | BETRAND PETO PUTRA ONSU Ft. KENTA YAMAGUCHI - KASIH SLOW X JAGA BAE BAE,/watch?v=et2G8LILNfw,http://i3.ytimg.com/vi/et2G8LILNfw/hqdefault.jpg,6/8/2020,1500784
52,BAPAU ASLI INDONESIA - Baim Ajak Tukang Perabotan Ke Rumah [05 Juni 2020],/watch?v=qbxcWlta-Aw,http://i3.ytimg.com/vi/qbxcWlta-Aw/hqdefault.jpg,6/6/2020,1341483
53,٢١ حيلة ذكية بالفاكهة,/watch?v=hY5Rvm8ZuEs,http://i3.ytimg.com/vi/hY5Rvm8ZuEs/hqdefault.jpg,6/10/2020,13803644
54,NERF GUN CAR RC CONTROL BATTLE  4,/watch?v=zDoY0hZb5Yc,http://i3.ytimg.com/vi/zDoY0hZb5Yc/hqdefault.jpg,6/6/2020,3191320
55,MAWAR PUTIH - KALIA SISKA ft SKA 86 (Cover Kentrung),/watch?v=UMG1Fg3Wm7c,http://i3.ytimg.com/vi/UMG1Fg3Wm7c/hqdefault.jpg,6/6/2020,2319636
56,BTS Jungkook - Still With You lyrics (Eng/Rom/Han/가사),/watch?v=djKdPZiJdvA,http://i3.ytimg.com/vi/djKdPZiJdvA/hqdefault.jpg,6/6/2020,5220198
57,YANG TERDALAM DI BENAK KU! MAAF,/watch?v=34uHgAiH4P4,http://i3.ytimg.com/vi/34uHgAiH4P4/hqdefault.jpg,6/6/2020,7540648
58,Dory Harsa - Ninggal Tatu [PRACTICE SESSION],/watch?v=OmeHwJTgW5o,http://i3.ytimg.com/vi/OmeHwJTgW5o/hqdefault.jpg,6/6/2020,2251333
59,DIY PRANK LUAR BIASA UNTUK TEMAN DAN KELUARGA || Momen Lucu oleh 123 GO! GOLD,/watch?v=GfQjbD5DOg0,http://i3.ytimg.com/vi/GfQjbD5DOg0/hqdefault.jpg,5/30/2020,3491282
60,CERITA LAGU KEKE BUKAN BONEKA,/watch?v=2K5cMS8N1lo,http://i3.ytimg.com/vi/2K5cMS8N1lo/hqdefault.jpg,6/6/2020,3936203
61,KU PUJA PUJA | DJ KENTRUNG | KALIA SISKA ft SKA 86,/watch?v=-ZNjIy2z0mI,http://i3.ytimg.com/vi/-ZNjIy2z0mI/hqdefault.jpg,5/23/2020,9365589
62,"[2020 FESTA] BTS (방탄소년단) ""Airplane pt.2"" (Summer ver.) @ 2018 SUMMER PACKAGE in SAIPAN",/watch?v=uxzxFPvUJAM,http://i3.ytimg.com/vi/uxzxFPvUJAM/hqdefault.jpg,6/6/2020,17799317
63,Denny Caknan - PROLIMAN JOYO (Official Music Video),/watch?v=xfjQoNkzW74,http://i3.ytimg.com/vi/xfjQoNkzW74/hqdefault.jpg,6/6/2020,1981292
64,TRIK PONSEL MENGAGUMKAN || Trik Keren Seputar Ponsel yang Wajib Kamu Tahu!,/watch?v=2hsA-mEgYK4,http://i3.ytimg.com/vi/2hsA-mEgYK4/hqdefault.jpg,6/6/2020,3250331
65,Lyodra - Gemintang Hatiku (Official Music Video),/watch?v=H_x8_LXwTW4,http://i3.ytimg.com/vi/H_x8_LXwTW4/hqdefault.jpg,6/6/2020,3591161
66,KEKE BUKAN BONEKA (Acoustic Cover) #StopBullying,/watch?v=3hKTOtIO1sA,http://i3.ytimg.com/vi/3hKTOtIO1sA/hqdefault.jpg,6/6/2020,2584539
67,"Lady Gaga, BLACKPINK - Sour Candy (Audio)",/watch?v=fnPn6At3v28,http://i3.ytimg.com/vi/fnPn6At3v28/hqdefault.jpg,5/30/2020,55753373
68,"Agust D ""대취타"" MV",/watch?v=qGjAWJ2zWWI,http://i3.ytimg.com/vi/qGjAWJ2zWWI/hqdefault.jpg,5/23/2020,81613982
69,Safira Inema - Ojo Goblok Mencinta (Official Music Video),/watch?v=LGIYRoC9cwA,http://i3.ytimg.com/vi/LGIYRoC9cwA/hqdefault.jpg,5/30/2020,4125409
70,"BAEKHYUN 백현 ""Candy"" MV",/watch?v=gmgcRWxhmqY,http://i3.ytimg.com/vi/gmgcRWxhmqY/hqdefault.jpg,5/30/2020,22504822
71,THE INVISIBLE MAN ( MAELL & DJARBI MENGHILANG),/watch?v=TyA_BMO105I,http://i3.ytimg.com/vi/TyA_BMO105I/hqdefault.jpg,6/6/2020,1147404
72,Rossa - Hati Yang Kau Sakiti (Cover by Tereza & Relasi Project),/watch?v=R4w0CvkgjZ0,http://i3.ytimg.com/vi/R4w0CvkgjZ0/hqdefault.jpg,5/30/2020,2972249
73,[MV] SECRET NUMBER(시크릿넘버) _ Who Dis?,/watch?v=mkYwq_CKpyw,http://i3.ytimg.com/vi/mkYwq_CKpyw/hqdefault.jpg,5/23/2020,14292656
74,Detik-Detik Penangkapan George Floyd Hingga Meninggal yang Bikin Publik AS Marah,/watch?v=Dzyuu7Splfg,http://i3.ytimg.com/vi/Dzyuu7Splfg/hqdefault.jpg,5/30/2020,2425219
75,Para Host Belum Siapin Mental Liat Gaya Barunya Vincent #TNSCOMEBACK,/watch?v=x-GUwjHju_Q,http://i3.ytimg.com/vi/x-GUwjHju_Q/hqdefault.jpg,6/6/2020,2407744
